targetId,diseaseId,novelty,datatypeId,datasourceId,therapeuticAreaName,diseaseName,targetBiotype,targetSymbol
ENSG00000075218,MONDO_0007763,0.465,literature,europepmc,cancer or benign tumor,nonpapillary renal cell carcinoma,protein_coding,GTSE1
ENSG00000145284,MONDO_0007763,0.53,literature,europepmc,cancer or benign tumor,nonpapillary renal cell carcinoma,protein_coding,SCD5
ENSG00000026297,MONDO_0007763,0.597,literature,europepmc,cancer or benign tumor,nonpapillary renal cell carcinoma,protein_coding,RNASET2
ENSG00000108375,MONDO_0007763,0.405,literature,europepmc,cancer or benign tumor,nonpapillary renal cell carcinoma,protein_coding,RNF43
ENSG00000100162,MONDO_0007763,0.597,literature,europepmc,cancer or benign tumor,nonpapillary renal cell carcinoma,protein_coding,CENPM
ENSG00000163818,MONDO_0007763,0.494,literature,europepmc,cancer or benign tumor,nonpapillary renal cell carcinoma,protein_coding,LZTFL1
ENSG00000162341,MONDO_0007771,0.41,animal_model,impc,integumentary system disease,"hyperpigmentation with or without hypopigmentation, familial progressive",protein_coding,TPCN2
ENSG00000135655,MONDO_0007804,0.597,literature,europepmc,endocrine system disease,Pallister-Hall syndrome,protein_coding,USP15
ENSG00000121989,MONDO_0007804,0.547,literature,europepmc,endocrine system disease,Pallister-Hall syndrome,protein_coding,ACVR2A
ENSG00000186340,MONDO_0007804,0.568,literature,europepmc,endocrine system disease,Pallister-Hall syndrome,protein_coding,THBS2
ENSG00000164736,MONDO_0007804,0.436,literature,europepmc,endocrine system disease,Pallister-Hall syndrome,protein_coding,SOX17
ENSG00000198492,MONDO_0007804,0.597,literature,europepmc,endocrine system disease,Pallister-Hall syndrome,protein_coding,YTHDF2
ENSG00000100393,MONDO_0007804,0.588,literature,europepmc,endocrine system disease,Pallister-Hall syndrome,protein_coding,EP300
ENSG00000064300,MONDO_0007804,0.418,literature,europepmc,endocrine system disease,Pallister-Hall syndrome,protein_coding,NGFR
ENSG00000094804,MONDO_0007915,0.597,literature,europepmc,urinary system disease,systemic lupus erythematosus,protein_coding,CDC6
ENSG00000142405,MONDO_0007915,0.582,literature,europepmc,urinary system disease,systemic lupus erythematosus,protein_coding,NLRP12
ENSG00000140464,MONDO_0007915,0.439,literature,europepmc,urinary system disease,systemic lupus erythematosus,protein_coding,PML
ENSG00000139219,MONDO_0007947,0.43,genetic_association,eva,musculoskeletal or connective tissue disease,Marfan syndrome,protein_coding,COL2A1
ENSG00000132356,MONDO_0008006,0.597,literature,europepmc,disorder of visual system,Mobius syndrome,protein_coding,PRKAA1
ENSG00000082014,MONDO_0008006,0.597,literature,europepmc,disorder of visual system,Mobius syndrome,protein_coding,SMARCD3
ENSG00000175826,MONDO_0008006,0.597,literature,europepmc,disorder of visual system,Mobius syndrome,protein_coding,CTDNEP1
ENSG00000115457,MONDO_0008006,0.575,literature,europepmc,disorder of visual system,Mobius syndrome,protein_coding,IGFBP2
ENSG00000111262,MONDO_0008047,0.597,genetic_association,clingen,nervous system disease,episodic ataxia type 1,protein_coding,KCNA1
ENSG00000107262,MONDO_0008061,0.597,literature,europepmc,disorder of visual system,nail-patella syndrome,protein_coding,BAG1
ENSG00000130766,MONDO_0008061,0.579,literature,europepmc,disorder of visual system,nail-patella syndrome,protein_coding,SESN2
ENSG00000124523,MONDO_0008061,0.597,literature,europepmc,disorder of visual system,nail-patella syndrome,protein_coding,SIRT5
ENSG00000122359,MONDO_0008116,0.549,genetic_association,eva,disorder of visual system,oculopharyngeal muscular dystrophy,protein_coding,ANXA11
ENSG00000184937,MONDO_0008170,0.435,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,WT1
ENSG00000112039,MONDO_0008170,0.54,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,FANCE
ENSG00000151726,MONDO_0008170,0.436,literature,europepmc,cancer or benign tumor,ovarian cancer,protein_coding,ACSL1
ENSG00000146648,MONDO_0008170,0.614,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,EGFR
ENSG00000134899,MONDO_0008170,0.63,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,ERCC5
ENSG00000091483,MONDO_0008170,0.629,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,FH
ENSG00000171094,MONDO_0008170,0.63,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,ALK
ENSG00000135828,MONDO_0008170,0.54,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,RNASEL
ENSG00000122512,MONDO_0008170,0.597,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,PMS2
ENSG00000160957,MONDO_0008170,0.674,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,RECQL4
ENSG00000144554,MONDO_0008170,0.63,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,FANCD2
ENSG00000111276,MONDO_0008170,0.539,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,CDKN1B
ENSG00000038945,MONDO_0008170,0.629,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,MSR1
ENSG00000175595,MONDO_0008170,0.587,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,ERCC4
ENSG00000104320,MONDO_0008170,0.539,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,NBN
ENSG00000136936,MONDO_0008170,0.433,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,XPA
ENSG00000064933,MONDO_0008170,0.541,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,PMS1
ENSG00000138376,MONDO_0008170,0.614,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,BARD1
ENSG00000119950,MONDO_0008170,0.538,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,MXI1
ENSG00000100697,MONDO_0008170,0.614,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,DICER1
ENSG00000187741,MONDO_0008170,0.587,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,FANCA
ENSG00000183161,MONDO_0008170,0.434,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,FANCF
ENSG00000158805,MONDO_0008170,0.433,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,ZNF276
ENSG00000156970,MONDO_0008170,0.435,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,BUB1B
ENSG00000139687,MONDO_0008170,0.407,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,RB1
ENSG00000198400,MONDO_0008170,0.585,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,NTRK1
ENSG00000149311,MONDO_0008170,0.587,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,ATM
ENSG00000139618,MONDO_0008170,0.597,genetic_association,gene_burden,cancer or benign tumor,ovarian cancer,protein_coding,BRCA2
ENSG00000119684,MONDO_0008170,0.614,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,MLH3
ENSG00000103197,MONDO_0008170,0.67,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,TSC2
ENSG00000054523,MONDO_0008170,0.433,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,KIF1B
ENSG00000168646,MONDO_0008170,0.587,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,AXIN2
ENSG00000163161,MONDO_0008170,0.436,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,ERCC3
ENSG00000134853,MONDO_0008170,0.63,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,PDGFRA
ENSG00000107779,MONDO_0008170,0.43,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,BMPR1A
ENSG00000165731,MONDO_0008170,0.614,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,RET
ENSG00000197299,MONDO_0008170,0.587,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,BLM
ENSG00000157404,MONDO_0008170,0.541,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,KIT
ENSG00000154767,MONDO_0008170,0.586,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,XPC
ENSG00000113522,MONDO_0008170,0.614,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,RAD50
ENSG00000122779,MONDO_0008170,0.435,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,TRIM24
ENSG00000185920,MONDO_0008170,0.614,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,PTCH1
ENSG00000165409,MONDO_0008170,0.642,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,TSHR
ENSG00000072571,MONDO_0008170,0.539,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,HMMR
ENSG00000135956,MONDO_0008170,0.537,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,TMEM127
ENSG00000182197,MONDO_0008170,0.541,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,EXT1
ENSG00000170836,MONDO_0008170,0.43,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,PPM1D
ENSG00000134982,MONDO_0008170,0.651,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,APC
ENSG00000115295,MONDO_0008170,0.435,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,CLIP4
ENSG00000104884,MONDO_0008170,0.586,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,ERCC2
ENSG00000158169,MONDO_0008170,0.613,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,FANCC
ENSG00000135100,MONDO_0008170,0.434,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,HNF1A
ENSG00000099956,MONDO_0008170,0.43,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,SMARCB1
ENSG00000221829,MONDO_0008170,0.541,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,FANCG
ENSG00000167985,MONDO_0008170,0.434,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,SDHAF2
ENSG00000105976,MONDO_0008170,0.54,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,MET
ENSG00000012048,MONDO_0008170,0.597,genetic_association,gene_burden,cancer or benign tumor,ovarian cancer,protein_coding,BRCA1
ENSG00000165392,MONDO_0008170,0.614,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,WRN
ENSG00000169083,MONDO_0008170,0.657,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,AR
ENSG00000166323,MONDO_0008170,0.587,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,C11orf65
ENSG00000165699,MONDO_0008170,0.436,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,TSC1
ENSG00000275410,MONDO_0008170,0.433,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,HNF1B
ENSG00000163705,MONDO_0008170,0.434,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,FANCD2OS
ENSG00000154803,MONDO_0008170,0.614,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,FLCN
ENSG00000151348,MONDO_0008170,0.613,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,EXT2
ENSG00000006744,MONDO_0008170,0.54,genetic_association,eva,cancer or benign tumor,ovarian cancer,protein_coding,ELAC2
ENSG00000162341,MONDO_0008245,0.401,animal_model,impc,integumentary system disease,piebald trait-neurologic defects syndrome,protein_coding,TPCN2
ENSG00000183765,MONDO_0008315,0.685,genetic_association,gene_burden,cancer or benign tumor,prostate cancer,protein_coding,CHEK2
ENSG00000139618,MONDO_0008315,0.624,genetic_association,gene_burden,cancer or benign tumor,prostate cancer,protein_coding,BRCA2
ENSG00000159184,MONDO_0008315,0.658,genetic_association,gene_burden,cancer or benign tumor,prostate cancer,protein_coding,HOXB13
ENSG00000109452,MONDO_0008380,0.597,literature,europepmc,cancer or benign tumor,retinoblastoma,protein_coding,INPP4B
ENSG00000162341,MONDO_0008621,0.407,animal_model,impc,integumentary system disease,uncombable hair syndrome,protein_coding,TPCN2
ENSG00000162341,MONDO_0008746,0.429,animal_model,impc,disorder of visual system,oculocutaneous albinism type 2,protein_coding,TPCN2
ENSG00000162341,MONDO_0008747,0.5,animal_model,impc,disorder of visual system,oculocutaneous albinism type 3,protein_coding,TPCN2
ENSG00000100614,MONDO_0008800,0.411,literature,europepmc,"genetic, familial or congenital disease",microphthalmia with limb anomalies,protein_coding,PPM1A
ENSG00000140718,MONDO_0008800,0.455,literature,europepmc,"genetic, familial or congenital disease",microphthalmia with limb anomalies,protein_coding,FTO
ENSG00000245532,MONDO_0008876,0.597,literature,europepmc,cancer or benign tumor,Bloom syndrome,lncRNA,NEAT1
ENSG00000175063,MONDO_0008903,0.585,literature,europepmc,cancer or benign tumor,lung cancer,protein_coding,UBE2C
ENSG00000145388,MONDO_0008903,0.406,literature,europepmc,cancer or benign tumor,lung cancer,protein_coding,METTL14
ENSG00000155252,MONDO_0008903,0.502,literature,europepmc,cancer or benign tumor,lung cancer,protein_coding,PI4K2A
ENSG00000155792,MONDO_0008903,0.424,literature,europepmc,cancer or benign tumor,lung cancer,protein_coding,DEPTOR
ENSG00000115946,MONDO_0008903,0.597,literature,europepmc,cancer or benign tumor,lung cancer,protein_coding,PNO1
ENSG00000167996,MONDO_0008965,0.549,genetic_association,eva,disorder of visual system,CHARGE syndrome,protein_coding,FTH1
ENSG00000179295,MONDO_0008978,0.514,literature,europepmc,cancer or benign tumor,chordoma,protein_coding,PTPN11
ENSG00000162341,MONDO_0008982,0.497,animal_model,impc,disorder of visual system,central areolar choroidal dystrophy,protein_coding,TPCN2
ENSG00000155974,MONDO_0009046,0.597,genetic_association,clingen,disorder of visual system,Fraser syndrome,protein_coding,GRIP1
ENSG00000066044,MONDO_0009061,0.597,literature,europepmc,respiratory or thoracic disease,cystic fibrosis,protein_coding,ELAVL1
ENSG00000184584,MONDO_0009061,0.403,literature,europepmc,respiratory or thoracic disease,cystic fibrosis,protein_coding,STING1
ENSG00000134215,MONDO_0009061,0.454,literature,europepmc,respiratory or thoracic disease,cystic fibrosis,protein_coding,VAV3
ENSG00000163568,MONDO_0009161,0.486,literature,europepmc,integumentary system disease,"Ehlers-Danlos syndrome, dermatosparaxis type",protein_coding,AIM2
ENSG00000162341,MONDO_0009196,0.422,animal_model,impc,"genetic, familial or congenital disease",ermine phenotype,protein_coding,TPCN2
ENSG00000166147,MONDO_0009279,0.503,literature,europepmc,disorder of visual system,triple-A syndrome,protein_coding,FBN1
ENSG00000136697,MONDO_0009279,0.597,literature,europepmc,disorder of visual system,triple-A syndrome,protein_coding,IL1F10
ENSG00000172071,MONDO_0009279,0.591,literature,europepmc,disorder of visual system,triple-A syndrome,protein_coding,EIF2AK3
ENSG00000169174,MONDO_0009279,0.464,literature,europepmc,disorder of visual system,triple-A syndrome,protein_coding,PCSK9
ENSG00000162688,MONDO_0009291,0.597,genetic_association,clingen,"genetic, familial or congenital disease",glycogen storage disease III,protein_coding,AGL
ENSG00000138379,MONDO_0009673,0.418,known_drug,chembl,musculoskeletal or connective tissue disease,"spinal muscular atrophy, type II",protein_coding,MSTN
ENSG00000158473,MONDO_0009685,0.426,literature,europepmc,musculoskeletal or connective tissue disease,Miyoshi myopathy,protein_coding,CD1D
ENSG00000166557,MONDO_0009685,0.597,literature,europepmc,musculoskeletal or connective tissue disease,Miyoshi myopathy,protein_coding,TMED3
ENSG00000112033,MONDO_0009685,0.45,literature,europepmc,musculoskeletal or connective tissue disease,Miyoshi myopathy,protein_coding,PPARD
ENSG00000125869,MONDO_0009685,0.575,literature,europepmc,musculoskeletal or connective tissue disease,Miyoshi myopathy,protein_coding,LAMP5
ENSG00000102265,MONDO_0009685,0.414,literature,europepmc,musculoskeletal or connective tissue disease,Miyoshi myopathy,protein_coding,TIMP1
ENSG00000271503,MONDO_0009685,0.467,literature,europepmc,musculoskeletal or connective tissue disease,Miyoshi myopathy,protein_coding,CCL5
ENSG00000063176,MONDO_0009685,0.456,literature,europepmc,musculoskeletal or connective tissue disease,Miyoshi myopathy,protein_coding,SPHK2
ENSG00000258366,MONDO_0009699,0.43,genetic_association,eva,nervous system disease,action myoclonus-renal failure syndrome,protein_coding,RTEL1
ENSG00000183960,MONDO_0009699,0.43,genetic_association,eva,nervous system disease,action myoclonus-renal failure syndrome,protein_coding,KCNH8
ENSG00000115415,MONDO_0009717,0.594,literature,europepmc,musculoskeletal or connective tissue disease,Schwartz-Jampel syndrome,protein_coding,STAT1
ENSG00000048707,MONDO_0009723,0.477,genetic_association,eva,disorder of visual system,Leigh syndrome,protein_coding,VPS13D
ENSG00000136634,MONDO_0009820,0.569,literature,europepmc,disorder of visual system,osteoporosis-pseudoglioma syndrome,protein_coding,IL10
ENSG00000138346,MONDO_0010002,0.816,genetic_association,eva,cancer or benign tumor,Rothmund-Thomson syndrome,protein_coding,DNA2
ENSG00000117620,MONDO_0010180,0.454,animal_model,impc,musculoskeletal or connective tissue disease,autosomal recessive spondylocostal dysostosis,protein_coding,SLC35A3
ENSG00000182173,MONDO_0010185,0.686,genetic_association,eva,hematologic disease,methylmalonic aciduria and homocystinuria type cblD,protein_coding,TSEN54
ENSG00000115935,MONDO_0010518,0.597,genetic_association,clingen,cancer or benign tumor,Wiskott-Aldrich syndrome,protein_coding,WIPF1
ENSG00000162341,MONDO_0010557,0.405,animal_model,impc,disorder of visual system,choroideremia,protein_coding,TPCN2
ENSG00000154277,MONDO_0010650,0.597,literature,europepmc,musculoskeletal or connective tissue disease,Melnick-Needles syndrome,protein_coding,UCHL1
ENSG00000104899,MONDO_0010979,0.521,literature,europepmc,cardiovascular disease,Timothy syndrome,protein_coding,AMH
ENSG00000106105,MONDO_0011091,0.597,genetic_association,clingen,nervous system disease,Charcot-Marie-Tooth disease type 2D,protein_coding,GARS1
ENSG00000071564,MONDO_0011096,0.597,genetic_association,clingen,immune system disease,autosomal agammaglobulinemia,protein_coding,TCF3
ENSG00000100387,MONDO_0011142,0.597,literature,europepmc,cardiovascular disease,"Ehlers-Danlos syndrome, musculocontractural type",protein_coding,RBX1
ENSG00000172530,MONDO_0011142,0.424,literature,europepmc,cardiovascular disease,"Ehlers-Danlos syndrome, musculocontractural type",protein_coding,BANP
ENSG00000165891,MONDO_0011142,0.4,literature,europepmc,cardiovascular disease,"Ehlers-Danlos syndrome, musculocontractural type",protein_coding,E2F7
ENSG00000111799,MONDO_0011178,0.597,literature,europepmc,nervous system disease,infantile convulsions and choreoathetosis,protein_coding,COL12A1
ENSG00000244734,MONDO_0011381,0.597,genetic_association,clingen,endocrine system disease,dominant beta-thalassemia,protein_coding,HBB
ENSG00000149311,MONDO_0011450,0.549,genetic_association,eva,cancer or benign tumor,"breast-ovarian cancer, familial, susceptibility to, 1",protein_coding,ATM
ENSG00000140905,MONDO_0011612,0.597,genetic_association,clingen,nervous system disease,glycine encephalopathy,protein_coding,GCSH
ENSG00000162341,MONDO_0011683,0.463,animal_model,impc,disorder of visual system,oculocutaneous albinism type 4,protein_coding,TPCN2
ENSG00000288636,MONDO_0011706,0.45,genetic_association,eva,nervous system disease,Kufor-Rakeb syndrome,protein_coding,ENSG00000288636
ENSG00000169252,MONDO_0011719,0.597,literature,europepmc,cancer or benign tumor,gastrointestinal stromal tumor,protein_coding,ADRB2
ENSG00000092969,MONDO_0011719,0.4,literature,europepmc,cancer or benign tumor,gastrointestinal stromal tumor,protein_coding,TGFB2
ENSG00000162341,MONDO_0011749,0.461,animal_model,impc,disorder of visual system,oculocutaneous albinism type 1B,protein_coding,TPCN2
ENSG00000182858,MONDO_0011783,0.597,genetic_association,clingen,"genetic, familial or congenital disease",ALG12-congenital disorder of glycosylation,protein_coding,ALG12
ENSG00000149311,MONDO_0011962,0.511,genetic_association,eva,cancer or benign tumor,endometrial cancer,protein_coding,ATM
ENSG00000183765,MONDO_0011962,0.479,genetic_association,eva,cancer or benign tumor,endometrial cancer,protein_coding,CHEK2
ENSG00000139618,MONDO_0011962,0.537,genetic_association,eva,cancer or benign tumor,endometrial cancer,protein_coding,BRCA2
ENSG00000108384,MONDO_0011962,0.404,genetic_association,eva,cancer or benign tumor,endometrial cancer,protein_coding,RAD51C
ENSG00000138376,MONDO_0011962,0.537,genetic_association,eva,cancer or benign tumor,endometrial cancer,protein_coding,BARD1
ENSG00000117620,MONDO_0012185,0.428,animal_model,impc,musculoskeletal or connective tissue disease,"spondylometaphyseal dysplasia, A4 type",protein_coding,SLC35A3
ENSG00000166558,MONDO_0012216,0.597,genetic_association,clingen,disorder of visual system,foveal hypoplasia - optic nerve decussation defect - anterior segment dysgenesis syndrome,protein_coding,SLC38A8
ENSG00000162341,MONDO_0012220,0.51,animal_model,impc,disorder of visual system,Griscelli syndrome type 3,protein_coding,TPCN2
ENSG00000143771,MONDO_0012621,0.458,animal_model,impc,"genetic, familial or congenital disease",deafness-infertility syndrome,protein_coding,CNIH4
ENSG00000021574,MONDO_0012621,0.441,animal_model,impc,"genetic, familial or congenital disease",deafness-infertility syndrome,protein_coding,SPAST
ENSG00000184650,MONDO_0012621,0.461,animal_model,impc,"genetic, familial or congenital disease",deafness-infertility syndrome,protein_coding,ODF4
ENSG00000162711,MONDO_0012825,0.424,literature,europepmc,cancer or benign tumor,extraskeletal myxoid chondrosarcoma,protein_coding,NLRP3
ENSG00000144891,MONDO_0012833,0.423,literature,europepmc,disorder of visual system,Crouzon syndrome-acanthosis nigricans syndrome,protein_coding,AGTR1
ENSG00000184650,MONDO_0013486,0.451,animal_model,impc,nervous system disease,spinocerebellar ataxia type 32,protein_coding,ODF4
ENSG00000244734,MONDO_0013517,0.597,genetic_association,clingen,endocrine system disease,beta-thalassemia HBB/LCRB,protein_coding,HBB
ENSG00000174600,MONDO_0013730,0.43,literature,europepmc,immune system disease,graft versus host disease,protein_coding,CMKLR1
ENSG00000115415,MONDO_0013730,0.517,literature,europepmc,immune system disease,graft versus host disease,protein_coding,STAT1
ENSG00000106538,MONDO_0013730,0.436,literature,europepmc,immune system disease,graft versus host disease,protein_coding,RARRES2
ENSG00000101210,MONDO_0013737,0.43,genetic_association,eva,nervous system disease,hereditary spastic paraplegia 46,protein_coding,EEF1A2
ENSG00000115902,MONDO_0014725,0.597,genetic_association,gene2phenotype,nervous system disease,spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome,protein_coding,SLC1A4
ENSG00000133422,MONDO_0014736,0.597,genetic_association,clingen,nervous system disease,Charcot-Marie-Tooth disease axonal type 2Z,protein_coding,MORC2
ENSG00000288636,MONDO_0014975,0.452,genetic_association,eva,nervous system disease,autosomal recessive spastic paraplegia type 78,protein_coding,ENSG00000288636
ENSG00000102100,MONDO_0015286,0.43,genetic_association,eva,"genetic, familial or congenital disease",congenital disorder of glycosylation,protein_coding,SLC35A2
ENSG00000138379,MONDO_0015352,0.418,known_drug,chembl,musculoskeletal or connective tissue disease,distal hereditary motor neuropathy type 2,protein_coding,MSTN
ENSG00000134259,MONDO_0015364,0.597,genetic_association,clingen,nervous system disease,hereditary sensory and autonomic neuropathy,protein_coding,NGF
ENSG00000214336,MONDO_0015397,0.612,genetic_association,eva,musculoskeletal or connective tissue disease,oculo-auriculo-vertebral spectrum,protein_coding,FOXI3
ENSG00000108602,MONDO_0015486,0.418,genetic_association,eva,disorder of visual system,keratoconus,protein_coding,ALDH3A1
ENSG00000140443,MONDO_0015486,0.418,genetic_association,eva,disorder of visual system,keratoconus,protein_coding,IGF1R
ENSG00000051128,MONDO_0015486,0.418,genetic_association,eva,disorder of visual system,keratoconus,protein_coding,HOMER3
ENSG00000142197,MONDO_0015486,0.418,genetic_association,eva,disorder of visual system,keratoconus,protein_coding,DOP1B
ENSG00000165699,MONDO_0015486,0.418,genetic_association,eva,disorder of visual system,keratoconus,protein_coding,TSC1
ENSG00000160796,MONDO_0015486,0.418,genetic_association,eva,disorder of visual system,keratoconus,protein_coding,NBEAL2
ENSG00000214595,MONDO_0015486,0.418,genetic_association,eva,disorder of visual system,keratoconus,protein_coding,EML6
ENSG00000277586,MONDO_0015626,0.597,genetic_association,clingen,nervous system disease,Charcot-Marie-Tooth disease,protein_coding,NEFL
ENSG00000140263,MONDO_0015626,0.597,genetic_association,clingen,nervous system disease,Charcot-Marie-Tooth disease,protein_coding,SORD
ENSG00000178971,MONDO_0015780,0.597,genetic_association,gene2phenotype,cancer or benign tumor,dyskeratosis congenita,protein_coding,CTC1
ENSG00000078369,MONDO_0015802,0.43,genetic_association,eva,nervous system disease,autosomal dominant non-syndromic intellectual disability,protein_coding,GNB1
ENSG00000177030,MONDO_0015802,0.43,genetic_association,eva,nervous system disease,autosomal dominant non-syndromic intellectual disability,protein_coding,DEAF1
ENSG00000131981,MONDO_0015942,0.537,literature,europepmc,musculoskeletal or connective tissue disease,frontometaphyseal dysplasia,protein_coding,LGALS3
ENSG00000047597,MONDO_0016103,0.418,genetic_association,eva,musculoskeletal or connective tissue disease,isolated asymptomatic elevation of creatine phosphokinase,protein_coding,XK
ENSG00000030582,MONDO_0016295,0.597,genetic_association,clingen,nervous system disease,neuronal ceroid lipofuscinosis,protein_coding,GRN
ENSG00000188603,MONDO_0016295,0.597,genetic_association,clingen,nervous system disease,neuronal ceroid lipofuscinosis,protein_coding,CLN3
ENSG00000092054,MONDO_0016342,0.418,genetic_association,eva,cardiovascular disease,familial isolated arrhythmogenic right ventricular dysplasia,protein_coding,MYH7
ENSG00000189221,MONDO_0016471,0.535,literature,europepmc,integumentary system disease,pachyonychia congenita,protein_coding,MAOA
ENSG00000162300,MONDO_0016471,0.597,literature,europepmc,integumentary system disease,pachyonychia congenita,protein_coding,ZFPL1
ENSG00000114270,MONDO_0016471,0.549,literature,europepmc,integumentary system disease,pachyonychia congenita,protein_coding,COL7A1
ENSG00000105810,MONDO_0016471,0.466,literature,europepmc,integumentary system disease,pachyonychia congenita,protein_coding,CDK6
ENSG00000114125,MONDO_0016471,0.597,literature,europepmc,integumentary system disease,pachyonychia congenita,protein_coding,RNF7
ENSG00000198758,MONDO_0016471,0.597,literature,europepmc,integumentary system disease,pachyonychia congenita,protein_coding,EPS8L3
ENSG00000147689,MONDO_0016471,0.457,literature,europepmc,integumentary system disease,pachyonychia congenita,protein_coding,FAM83A
ENSG00000150787,MONDO_0016543,0.549,genetic_association,eva,"genetic, familial or congenital disease",hyperphenylalaninemia due to tetrahydrobiopterin deficiency,protein_coding,PTS
ENSG00000151552,MONDO_0016543,0.43,genetic_association,eva,"genetic, familial or congenital disease",hyperphenylalaninemia due to tetrahydrobiopterin deficiency,protein_coding,QDPR
ENSG00000177663,MONDO_0016575,0.597,literature,europepmc,respiratory or thoracic disease,primary ciliary dyskinesia,protein_coding,IL17RA
ENSG00000004838,MONDO_0016575,0.597,genetic_association,clingen,respiratory or thoracic disease,primary ciliary dyskinesia,protein_coding,ZMYND10
ENSG00000231150,MONDO_0016575,0.549,genetic_association,eva,respiratory or thoracic disease,primary ciliary dyskinesia,lncRNA,DNAH8-AS1
ENSG00000154099,MONDO_0016575,0.597,genetic_association,clingen,respiratory or thoracic disease,primary ciliary dyskinesia,protein_coding,DNAAF1
ENSG00000198003,MONDO_0016575,0.597,genetic_association,clingen,respiratory or thoracic disease,primary ciliary dyskinesia,protein_coding,ODAD3
ENSG00000103769,MONDO_0016660,0.43,genetic_association,eva,disorder of visual system,autosomal recessive primary microcephaly,protein_coding,RAB11A
ENSG00000123473,MONDO_0016660,0.597,genetic_association,clingen,disorder of visual system,autosomal recessive primary microcephaly,protein_coding,STIL
ENSG00000021574,MONDO_0016853,0.408,animal_model,impc,"genetic, familial or congenital disease",ring chromosome Y,protein_coding,SPAST
