drugId,drug,firstApprovalYear
CHEMBL1200883,THONZONIUM BROMIDE,None
CHEMBL1200964,AMITRIPTYLINE HYDROCHLORIDE,1961
CHEMBL1201218,CEFAMANDOLE NAFATE,1978
CHEMBL1201303,PYRVINIUM,1982
CHEMBL1200332,PROTRIPTYLINE HYDROCHLORIDE,1967
CHEMBL1200648,ROCURONIUM BROMIDE,1994
CHEMBL1200656,NATAMYCIN,1978
CHEMBL1200877,FLUMETHASONE PIVALATE,1982
CHEMBL1200887,TRIMETHOBENZAMIDE HYDROCHLORIDE,1974
CHEMBL1201121,HETACILLIN POTASSIUM,1982
CHEMBL1201129,DECITABINE,2006
CHEMBL1201334,TRIPTORELIN,2000
CHEMBL1201335,GLYCOPYRRONIUM,1961
CHEMBL1201345,TETRADECYL SULFURIC ACID,1946
CHEMBL1201758,BEPOTASTINE,2009
CHEMBL1200532,METHDILAZINE HYDROCHLORIDE,1982
CHEMBL1200625,STRONTIUM CHLORIDE SR 89,1993
CHEMBL1200627,PROPIOLACTONE,None
CHEMBL1200632,CLINDAMYCIN PALMITATE HYDROCHLORIDE,1986
CHEMBL1200770,IOCETAMIC ACID,None
CHEMBL1200771,TRIDIHEXETHYL CHLORIDE,1954
CHEMBL1200773,TOCAINIDE HYDROCHLORIDE,1984
CHEMBL1200850,GANCICLOVIR SODIUM,1989
CHEMBL1200929,ZINC SULFATE,1987
CHEMBL1201087,CABERGOLINE,1996
CHEMBL1201170,LITHIUM CITRATE ANHYDROUS,1980
CHEMBL1201274,LEVOBETAXOLOL,2000
CHEMBL1201275,ISOSULFAN BLUE,1981
CHEMBL1200670,SARALASIN ACETATE,1982
CHEMBL1200676,CHROMIC PHOSPHATE P 32,1974
CHEMBL1200789,TRICLOFOS SODIUM,1982
CHEMBL1200790,METHYPRYLON,1982
CHEMBL1183349,ISAVUCONAZONIUM,2015
CHEMBL1200949,BETAZOLE HYDROCHLORIDE,1982
CHEMBL1200952,METHAMPHETAMINE HYDROCHLORIDE,1943
CHEMBL1201022,PHENAZOPYRIDINE HYDROCHLORIDE,1987
CHEMBL1201191,LEVOCETIRIZINE,2007
CHEMBL1201193,LEVOBUPIVACAINE,1999
CHEMBL1201196,SERTACONAZOLE,2003
CHEMBL1200617,RIMEXOLONE,1994
CHEMBL1200823,IRON SUCROSE,2000
CHEMBL1200833,DIPIVEFRIN HYDROCHLORIDE,1980
CHEMBL1201081,METHYLPREDNISOLONE SODIUM SUCCINATE,1959
CHEMBL1201294,DIPHENOXYLATE,1960
CHEMBL1201286,OXYPHENONIUM,1982
CHEMBL1201289,CLINDAMYCIN PALMITATE,1986
CHEMBL1201746,PRALATREXATE,2009
CHEMBL1201748,CABAZITAXEL,2010
CHEMBL1201749,DIFLUPREDNATE,2008
CHEMBL1200839,DIATRIZOATE MEGLUMINE,None
CHEMBL1200557,MANGANESE SULFATE,1987
CHEMBL1200559,LACTIC ACID,2006
CHEMBL1200561,DOXAZOSIN MESYLATE,1990
CHEMBL1200665,DIPHENOXYLATE HYDROCHLORIDE,1960
CHEMBL1199324,FOSAPREPITANT,2008
CHEMBL1197051,ISOXSUPRINE,None
CHEMBL1201409,TECHNETIUM TC 99M ALBUMIN COLLOID,1983
CHEMBL1201410,TECHNETIUM TC 99M ALBUMIN,None
CHEMBL1201411,TECHNETIUM TC 99M FERPENTETATE,None
CHEMBL1201414,TINZAPARIN SODIUM,2000
CHEMBL1201419,LUTROPIN ALFA,2000
CHEMBL1201420,UROKINASE,2007
CHEMBL1201439,BASILIXIMAB,1998
CHEMBL1201441,COLISTIMETHATE SODIUM,1970
CHEMBL1201444,CRYPTENAMINE ACETATES,1982
CHEMBL1201447,CALFACTANT,1998
CHEMBL1201450,ALBUMIN, CHROMATED CR 51 SERUM,1976
CHEMBL1201453,ALBUMIN, IODINATED I 131 SERUM,None
CHEMBL1201458,ETHIODIZED OIL,1954
CHEMBL1201461,DEXTROMETHORPHAN POLISTIREX,1982
CHEMBL1201463,CODEINE POLISTIREX,1985
CHEMBL1201464,CHORIOGONADOTROPIN ALFA,2000
CHEMBL1201465,CHYMOTRYPSIN,1959
CHEMBL1201469,GRAMICIDIN,1968
CHEMBL1201471,HYDROXYPROPYL CELLULOSE,None
CHEMBL1201472,ICODEXTRIN,2002
CHEMBL1201479,POLYETHYLENE GLYCOL 3350,1984
CHEMBL1201482,PROTEASE (PANCRELIPASE),1996
CHEMBL1201484,SODIUM POLYSTYRENE SULFONATE,1958
CHEMBL1201485,SOYBEAN OIL,None
CHEMBL1201486,QUINIDINE POLYGALACTURONATE,1982
CHEMBL1201487,SACROSIDASE,1998
CHEMBL1201490,SERMORELIN ACETATE,1990
CHEMBL1201492,SEVELAMER HYDROCHLORIDE,1998
CHEMBL1201494,SODIUM FERRIC GLUCONATE COMPLEX,1999
CHEMBL1201496,INSULIN ASPART,2000
CHEMBL1201497,INSULIN GLARGINE,2000
CHEMBL1201498,AMINO ACIDS,None
CHEMBL1201506,GEMTUZUMAB OZOGAMICIN,2000
CHEMBL1201507,GLATIRAMER ACETATE,1996
CHEMBL1201512,FOMIVIRSEN SODIUM,1998
CHEMBL1201513,HEPARIN CALCIUM,1982
CHEMBL1201515,PEGVISOMANT,2002
CHEMBL1201517,PERFLUOROPOLYMETHYLISOPROPYL ETHER,2000
CHEMBL1201526,TECHNETIUM TC 99M (PYRO- AND TRIMETA-) PHOSPHATES,None
CHEMBL1201527,TECHNETIUM TC 99M RED BLOOD CELLS,1991
CHEMBL1201529,TECHNETIUM TC 99M SULFUR COLLOID,None
CHEMBL1201533,THYROTROPIN ALFA,1998
CHEMBL1201534,DANAPAROID SODIUM,1996
CHEMBL1201536,NICOTINE POLACRILEX,1984
CHEMBL1201539,INSULIN PORK,1966
CHEMBL1201540,INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,1982
CHEMBL1201541,INSULIN SUSP PROTAMINE ZINC PURIFIED BEEF,1980
CHEMBL1201543,INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN,1983
CHEMBL1201544,IRON DEXTRAN,None
CHEMBL1201546,INSULIN ZINC SUSP PURIFIED BEEF,1980
CHEMBL1201548,TYLOXAPOL,1990
CHEMBL1201549,TERIPARATIDE ACETATE,1987
CHEMBL1201761,BESIFLOXACIN HYDROCHLORIDE,2009
CHEMBL1201764,FESOTERODINE,2007
CHEMBL1201554,ANTITHROMBIN ALFA,2006
CHEMBL1201560,PEGINTERFERON ALFA-2A,2002
CHEMBL1201564,INTERFERON GAMMA-1B,1999
CHEMBL1201567,FILGRASTIM,1991
CHEMBL1201569,RIMABOTULINUMTOXINB,2000
CHEMBL1201571,ALEFACEPT,2003
CHEMBL1201573,OPRELVEKIN,1997
CHEMBL1201575,EFALIZUMAB,2003
CHEMBL1201580,ADALIMUMAB,2002
CHEMBL1201583,BEVACIZUMAB,2004
CHEMBL1201584,ABCIXIMAB,1993
CHEMBL1201585,TRASTUZUMAB,1998
CHEMBL1201586,PALIVIZUMAB,1998
CHEMBL1201587,ALEMTUZUMAB,2001
CHEMBL1180725,PROPANTHELINE,1953
CHEMBL1201779,BENZYLPENICILLOYL POLYLYSINE,1974
CHEMBL1201782,FOSAPREPITANT DIMEGLUMINE,2008
CHEMBL1201784,HEXAMINOLEVULINATE,2010
CHEMBL1201785,HEXAMINOLEVULINATE HYDROCHLORIDE,2010
CHEMBL1200558,BACITRACIN,1948
CHEMBL1200560,GUANABENZ ACETATE,1982
CHEMBL1201010,FLUDROCORTISONE ACETATE,1955
CHEMBL1201018,CEFACLOR,1979
CHEMBL1201245,BROMODIPHENHYDRAMINE,1954
CHEMBL1200672,CEFPIRAMIDE SODIUM,1989
CHEMBL1200692,OLMESARTAN MEDOXOMIL,2002
CHEMBL1200703,CHLORDIAZEPOXIDE HYDROCHLORIDE,1960
CHEMBL1200538,BETAMETHASONE ACETATE,1965
CHEMBL1200539,CALCIUM CARBONATE,2000
CHEMBL1200636,CYCLOBENZAPRINE HYDROCHLORIDE,1977
CHEMBL1200776,CINACALCET HYDROCHLORIDE,2004
CHEMBL1200778,DEXRAZOXANE HYDROCHLORIDE,1995
CHEMBL1200855,TICARCILLIN DISODIUM,1976
CHEMBL1201787,LAPYRIUM CHLORIDE,1982
CHEMBL1200932,IOPAMIDOL,1985
CHEMBL1200934,NORGESTIMATE,1989
CHEMBL1201011,QUINAPRIL HYDROCHLORIDE,1991
CHEMBL1201012,FLURANDRENOLIDE,1965
CHEMBL1201089,DIPHENHYDRAMINE CITRATE,2005
CHEMBL1201093,METHYL AMINOLEVULINATE HYDROCHLORIDE,2004
CHEMBL1201284,CINACALCET,2004
CHEMBL1201288,DANTROLENE,1974
CHEMBL1200682,SODIUM OXYBATE,2002
CHEMBL1200685,XENON XE 133,None
CHEMBL1200795,CLEMASTINE FUMARATE,1977
CHEMBL1200796,CYCLOPHOSPHAMIDE,1959
CHEMBL1200873,PHENTOLAMINE MESYLATE,1952
CHEMBL1200874,TOLBUTAMIDE SODIUM, STERILE,1961
CHEMBL1200955,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,1998
CHEMBL1201204,CEFPIRAMIDE,1989
CHEMBL1201206,PIPECURONIUM,1990
CHEMBL1201313,CHLOPHEDIANOL,1982
CHEMBL1201317,TRICLOFOS,1982
CHEMBL1201319,METARAMINOL,1954
CHEMBL1199307,DISTIGMINE,None
CHEMBL1182833,MIVACURIUM,1992
CHEMBL1201794,RIBOFLAVIN 5'-PHOSPHATE,1985
CHEMBL1201589,OMALIZUMAB,2003
CHEMBL1201593,ALTEPLASE,1996
CHEMBL1201594,RASBURICASE,2001
CHEMBL1201599,HUMAN IMMUNOGLOBULIN G,2008
CHEMBL1201600,RABIES IMMUNE GLOBULIN,None
CHEMBL1201603,CRYPTENAMINE TANNATES,1982
CHEMBL1201605,DACLIZUMAB,1997
CHEMBL1201607,NATALIZUMAB,2004
CHEMBL1201609,CORTICOTROPIN ZINC HYDROXIDE,1955
CHEMBL1201611,INSULIN LISPRO PROTAMINE RECOMBINANT,1999
CHEMBL1201613,INSULIN GLULISINE,2004
CHEMBL1201619,APROTININ,1993
CHEMBL1201621,SOMATROPIN,1976
CHEMBL1201624,BERACTANT,1991
CHEMBL1201625,CHOLESTYRAMINE,1973
CHEMBL1201628,INSULIN SUSP PROTAMINE ZINC BEEF/PORK,1966
CHEMBL1201629,INSULIN PURIFIED BEEF,1980
CHEMBL1201630,INSULIN PURIFIED PORK,1979
CHEMBL1201634,INSULIN ZINC SUSP PURIFIED BEEF/PORK,1982
CHEMBL1201635,INSULIN SUSP ISOPHANE BEEF/PORK,1966
CHEMBL1201636,HYALURONIDASE,2004
CHEMBL1201637,LIPASE (PANCRELIPASE),1996
CHEMBL1201638,INSULIN SUSP PROTAMINE ZINC PURIFIED PORK,1979
CHEMBL1201639,INSULIN ZINC SUSP BEEF,1982
CHEMBL1201640,INSULIN ZINC SUSP EXTENDED BEEF,1982
CHEMBL1201642,INSULIN ZINC SUSP PROMPT BEEF,1982
CHEMBL1201643,INSULIN ZINC SUSP PROMPT PURIFIED PORK,1982
CHEMBL1201644,INSULIN ZINC SUSP RECOMBINANT HUMAN,1985
CHEMBL1201647,SUGAR, INVERT,None
CHEMBL1201648,AMYLASE (PANCRELIPASE),1996
CHEMBL1201649,ESTROGENS, CONJUGATED,1942
CHEMBL1201650,THYROGLOBULIN,1982
CHEMBL1201651,PROTAMINE SULFATE,1969
CHEMBL1201652,PROTEIN HYDROLYSATE,1984
CHEMBL1201655,INSULIN SUSP ISOPHANE PURIFIED BEEF,1980
CHEMBL1201658,ALKAVERVIR,1982
CHEMBL1201662,DESIRUDIN,1997
CHEMBL1201664,INSULIN ASPART PROTAMINE RECOMBINANT,2001
CHEMBL1201666,LEPIRUDIN,1997
CHEMBL1201688,FOMIVIRSEN,1999
CHEMBL1201692,FOLLITROPIN ALFA,2014
CHEMBL1201716,MECASERMIN,2005
CHEMBL1201721,IODINE POVACRYLEX,2006
CHEMBL1201723,SINECATECHINS,2006
CHEMBL1201724,POVIDONE-IODINE,1985
CHEMBL1200592,DESOXYCORTICOSTERONE PIVALATE,1982
CHEMBL1200598,DIETHYLSTILBESTROL DIPHOSPHATE,1982
CHEMBL1200797,TECHNETIUM TC 99M SUCCIMER,1982
CHEMBL1200806,NAPROXEN SODIUM,1980
CHEMBL1201264,METHANTHELINE,1951
CHEMBL1201525,TECHNETIUM TC-99M POLYPHOSPHATE KIT,None
CHEMBL571,KETOPROFEN,1986
CHEMBL21869,DIBROMSALAN,None
CHEMBL1590946,CEFSULODIN SODIUM,None
CHEMBL15770,SULINDAC,1978
CHEMBL1201562,INTERFERON BETA-1A,1996
CHEMBL1201503,FERUMOXSIL,1996
CHEMBL1237132,CLEVIDIPINE,2008
CHEMBL1593558,DEBRISOQUIN SULFATE,None
CHEMBL1593906,LEVOPROPOXYPHENE NAPSYLATE,1962
CHEMBL1168,RAMIPRIL,1991
CHEMBL174,AMPICILLIN,1965
CHEMBL1200366,CEPHALEXIN HYDROCHLORIDE,1987
CHEMBL1200438,TIOCONAZOLE,1983
CHEMBL1568057,METAPROTERENOL SULFATE,1973
CHEMBL1319362,HOMATROPINE HYDROBROMIDE,None
CHEMBL1568276,NAFCILLIN SODIUM,1965
CHEMBL1628502,GABAPENTIN ENACARBIL,2011
CHEMBL1628504,RILPIVIRINE HYDROCHLORIDE,2011
CHEMBL85231,MEDIFOXAMINE,None
CHEMBL466659,PENTAERYTHRITOL TETRANITRATE,None
CHEMBL1429,DESMOPRESSIN,1978
CHEMBL1200980,ESTROPIPATE,1977
CHEMBL1628227,DOXEPIN,1969
CHEMBL588046,QUININE HYDROCHLORIDE,None
CHEMBL1628233,FLUORESCEIN SODIUM,1976
CHEMBL1628234,DOXEPIN HYDROCHLORIDE,1969
CHEMBL1201192,ARMODAFINIL,2007
CHEMBL1201660,SAFFLOWER OIL,None
CHEMBL1402684,OXYPHENISATIN ACETATE,None
CHEMBL1331216,HYOSCYAMINE,None
CHEMBL564085,TROLEANDOMYCIN,1969
CHEMBL1651998,TERPIN,None
CHEMBL1651906,STREPTOZOCIN,1982
CHEMBL1256842,NOMIFENSINE MALEATE,1984
CHEMBL1371200,CANRENOATE POTASSIUM,None
CHEMBL1364144,METHYLPREDNISOLONE ACETATE,1959
CHEMBL1382627,SULFADIAZINE, SILVER,1973
CHEMBL1255943,GLUTAMIC ACID HYDROCHLORIDE,None
CHEMBL514800,APREMILAST,2014
CHEMBL1452696,FEPRAZONE,1997
CHEMBL1789842,INDACATEROL MALEATE,2009
CHEMBL3039567,SODIUM GLYCEROPHOSPHATE,2014
CHEMBL2206196,PAROMOMYCIN SULFATE,1969
CHEMBL1743007,DARATUMUMAB,2015
CHEMBL2108429,MEPOLIZUMAB,2015
CHEMBL2103867,PLECANATIDE,2017
CHEMBL2111112,VERNAKALANT,2010
CHEMBL760,ANAGRELIDE,1997
CHEMBL1618018,HOMATROPINE,None
CHEMBL1189432,OLOPATADINE,1996
CHEMBL2111097,LEVAMLODIPINE,2019
CHEMBL1096882,FLUDARABINE PHOSPHATE,1991
CHEMBL2443262,OLICERIDINE,2020
CHEMBL27,PROPRANOLOL,1967
CHEMBL425,OLSALAZINE,1990
CHEMBL423,BETAXOLOL,1985
CHEMBL46,ONDANSETRON,1991
CHEMBL648,CYCLIZINE,1982
CHEMBL168815,CEVIMELINE,2000
CHEMBL534,KETOTIFEN,1999
CHEMBL1201338,CYCLOPENTOLATE,1974
CHEMBL1005,REMIFENTANIL,1996
CHEMBL502,DONEPEZIL,1996
CHEMBL1201308,IOFETAMINE,1987
CHEMBL2110557,RUBIDIUM CHLORIDE,1989
CHEMBL1200,BENOXINATE,1982
CHEMBL1626223,PYRANTEL,None
CHEMBL83,TAMOXIFEN,1977
CHEMBL533,IBUTILIDE,1995
CHEMBL2396661,ALPELISIB,2019
CHEMBL2448612,ERGOTAMINE TARTRATE,1948
CHEMBL2448613,PIMAVANSERIN TARTRATE,2016
CHEMBL2110556,INDIUM PENTETREOTIDE,1994
CHEMBL2110575,TECHNETIUM DISOFENIN,1982
CHEMBL2106638,LOFEPRAMINE HYDROCHLORIDE,None
CHEMBL1201728,DESVENLAFAXINE SUCCINATE,2008
CHEMBL1200930,RABEPRAZOLE SODIUM,1999
CHEMBL1201063,PROPAFENONE HYDROCHLORIDE,1989
CHEMBL1200936,PENICILLIN G PROCAINE,1948
CHEMBL2403238,CABOTEGRAVIR,2021
CHEMBL2403108,CERITINIB,2014
CHEMBL2397415,ZAVEGEPANT,2023
CHEMBL75753,XAMOTEROL,None
CHEMBL268869,SULFAMETHOXYPYRIDAZINE,None
CHEMBL3039582,SECRETIN,2002
CHEMBL361497,ARTESUNATE,2020
CHEMBL3039594,GENTAMICIN SULFATE,1970
CHEMBL3039596,FOSINOPRIL SODIUM,1991
CHEMBL3039597,GENTAMICIN,1970
CHEMBL3039598,FOSINOPRIL,1991
CHEMBL317052,REGADENOSON ANHYDROUS,2008
CHEMBL1201509,GONADOTROPIN, CHORIONIC,1973
CHEMBL3039504,NINTEDANIB ESYLATE,2014
CHEMBL3039502,DUVELISIB,2018
CHEMBL3039507,SOTAGLIFLOZIN,2019
CHEMBL3039508,NALDEMEDINE TOSYLATE,2017
CHEMBL3039514,ELBASVIR,2016
CHEMBL3039520,LASMIDITAN,2020
CHEMBL3039526,LASMIDITAN SUCCINATE,2020
CHEMBL3039537,SEBELIPASE ALFA,2015
CHEMBL3039566,SUCROFERRIC OXYHYDROXIDE,2013
CHEMBL2109079,HYETELLOSE,None
CHEMBL1623992,PIPERIDOLATE,None
CHEMBL49080,CLENBUTEROL,None
CHEMBL3039540,ADUCANUMAB,2021
CHEMBL3039545,LUSPATERCEPT,2019
CHEMBL1200347,ISOPROPAMIDE IODIDE,1957
CHEMBL2108519,LIVER EXTRACT,None
CHEMBL2108222,ALOXIPRIN,None
CHEMBL2104251,ENBUCRILATE,None
CHEMBL2108775,PODOPHYLLUM RESIN,None
CHEMBL2107011,OXYPERTINE,None
CHEMBL41286,DIACEREIN,None
CHEMBL1567,SUNITINIB MALATE,2006
CHEMBL1200907,TRILOSTANE,1984
CHEMBL1201777,TAPENTADOL HYDROCHLORIDE,2008
CHEMBL1201626,CHYMOPAPAIN,1982
CHEMBL770,TOLAZOLINE,1985
CHEMBL3833301,BARBEXACLONE,None
CHEMBL3833303,FERROUS GLUCONATE,None
CHEMBL3833305,POTASSIUM PERMANGANATE,None
CHEMBL3833307,SATRALIZUMAB,2020
CHEMBL3833311,DEXTROMORAMIDE TARTRATE,None
CHEMBL3833312,METHENAMINE MANDELATE,None
CHEMBL3833314,ALUMINUM CHLORIDE,None
CHEMBL3833317,FERRIC PYROPHOSPHATE CITRATE,2015
CHEMBL3833319,REVEFENACIN,2018
CHEMBL3833320,EPTINEZUMAB,2020
CHEMBL3833321,LECANEMAB,2023
CHEMBL3833322,ALMASILATE,None
CHEMBL3833327,INOSINE PRANOBEX,None
CHEMBL3833329,ERENUMAB,2018
CHEMBL3833332,ALUMINUM SULFATE,None
CHEMBL3833334,PAPAVERETUM,None
CHEMBL3833337,DICOBALT EDETATE,None
CHEMBL3833339,AMYL NITRITE,None
CHEMBL3833340,AZTREONAM LYSINE,2009
CHEMBL3833342,NUSINERSEN SODIUM,2016
CHEMBL3833346,TOFERSEN,2023
CHEMBL3833350,MAGALDRATE,None
CHEMBL3833351,HYDROTALCITE,None
CHEMBL3833353,PRAMLINTIDE ACETATE,2005
CHEMBL3833361,PROMETHAZINE TEOCLATE,None
CHEMBL3833364,HYDRARGAPHEN,None
CHEMBL3833368,RUCAPARIB CAMSYLATE,2016
CHEMBL3833369,FISH OIL,2016
CHEMBL3833373,AVELUMAB,2017
CHEMBL3833381,MERBROMIN,None
CHEMBL3833384,EFLAPEGRASTIM,2022
CHEMBL3833388,PRAJMALIUM BITARTRATE,None
CHEMBL3833389,DEXTROMORAMIDE,None
CHEMBL3833401,ALUMINUM CHLORIDE,None
CHEMBL3833406,PAPAVERETUM,None
CHEMBL3833408,MAGALDRATE,None
CHEMBL3894860,TRILACICLIB,2021
CHEMBL3889654,LAROTRECTINIB,2018
CHEMBL110458,MIGALASTAT,2016
CHEMBL119443,ERGONOVINE,None
CHEMBL1131,ACITRETIN,1996
CHEMBL1079604,METAXALONE,1962
CHEMBL186,CEFEPIME,1996
CHEMBL190,THEOPHYLLINE,1940
CHEMBL1445,FLUOXYMESTERONE,1956
CHEMBL1446,KANAMYCIN SULFATE,1973
CHEMBL238804,SELEXIPAG,2015
CHEMBL235668,TIPIRACIL,2015
CHEMBL1477,CERIVASTATIN,1997
CHEMBL1471,APREPITANT,2003
CHEMBL240597,CHENODIOL,1983
CHEMBL192,SILDENAFIL,1998
CHEMBL239243,TAURINE,None
CHEMBL354541,LOMITAPIDE,2012
CHEMBL361812,RAMATROBAN,2000
CHEMBL346235,DIAMTHAZOLE DIHYDROCHLORIDE,None
CHEMBL1303,ROTIGOTINE,2007
CHEMBL1431,METFORMIN,1995
CHEMBL1387,NORETHYNODREL,1961
CHEMBL1653,PHENIRAMINE MALEATE,1994
CHEMBL1671,PROPRANOLOL HYDROCHLORIDE,1967
CHEMBL1584,PIPERACETAZINE,1969
CHEMBL1585,PIPOBROMAN,1966
CHEMBL1620,DIPHENHYDRAMINE HYDROCHLORIDE,1946
CHEMBL1652,AMBENONIUM,1956
CHEMBL1768,BETHANECHOL CHLORIDE,1948
CHEMBL591665,SODIUM ASCORBATE,2006
CHEMBL814,FLUVOXAMINE,1994
CHEMBL170988,PHENFORMIN,None
CHEMBL135400,ZOPICLONE,None
CHEMBL1615371,LEVOMEFOLATE CALCIUM,2010
CHEMBL1615372,LURASIDONE HYDROCHLORIDE,2010
CHEMBL1615374,VILAZODONE HYDROCHLORIDE,2011
CHEMBL1174,EPTIFIBATIDE,1998
CHEMBL1294,QUINIDINE,1950
CHEMBL1524273,PHTHALYLSULFATHIAZOLE,None
CHEMBL152,CIDOFOVIR ANHYDROUS,1996
CHEMBL1616951,CANRENOATE,None
CHEMBL1621597,IPRATROPIUM,1986
CHEMBL1624126,XANTHINOL,None
CHEMBL1685,DEZOCINE,1989
CHEMBL797,PHENSUXIMIDE,1982
CHEMBL404422,BUTETHAL,None
CHEMBL404108,LUMIRACOXIB,2005
CHEMBL1201557,INTERFERON ALFACON-1,1997
CHEMBL141305,CYCLOFENIL,None
CHEMBL1599768,PYRANTEL PAMOATE,None
CHEMBL1569487,LORNOXICAM,None
CHEMBL1607273,CETIRIZINE HYDROCHLORIDE,1995
CHEMBL1567328,OMEPRAZOLE MAGNESIUM,2003
CHEMBL748,PRALIDOXIME CHLORIDE,1964
CHEMBL87708,LOFEPRAMINE,None
CHEMBL1393,SPIRONOLACTONE,1960
CHEMBL1616046,HYPOCHLOROUS ACID,None
CHEMBL1615487,IODOXAMIC ACID,None
CHEMBL1619528,PIPENZOLATE,None
CHEMBL1618102,BUTYLSCOPOLAMINE,None
CHEMBL1619785,TALAMPICILLIN,None
CHEMBL1185,ZOLMITRIPTAN,1997
CHEMBL1592101,BISMUTH SUBGALLATE,None
CHEMBL1200357,MOXALACTAM DISODIUM,1982
CHEMBL1908377,PYRVINIUM PAMOATE,1982
CHEMBL2103738,LITHIUM CITRATE,1980
CHEMBL2105891,PHYSOSTIGMINE SULFATE,None
CHEMBL1200813,ACEBUTOLOL HYDROCHLORIDE,1984
CHEMBL2107488,TECHNETIUM TC 99M MERTIATIDE,1990
CHEMBL1201431,DORNASE ALFA,1993
CHEMBL944,CHLOROPROCAINE HYDROCHLORIDE,1955
CHEMBL2108518,GELATIN,None
CHEMBL2104613,OCTOXYNOL 9,None
CHEMBL2108832,ATTAPULGITE, ACTIVATED,None
CHEMBL2106155,ENCAINIDE HYDROCHLORIDE,1986
CHEMBL2108956,HYPROMELLOSE,None
CHEMBL2104415,MOXIDECTIN,2018
CHEMBL855,TRIPROLIDINE,1983
CHEMBL2106388,CALCIUM HYDROXIDE,None
CHEMBL2108890,ALBUMIN, AGGREGATED,None
CHEMBL556,DEFEROXAMINE,1968
CHEMBL89598,VIGABATRIN,2009
CHEMBL1723,ALFUZOSIN HYDROCHLORIDE,2003
CHEMBL1228,OXYPHENBUTAZONE ANHYDROUS,1960
CHEMBL2108698,WITCH HAZEL,None
CHEMBL2096634,SODIUM CHROMATE CR 51,None
CHEMBL2106988,PENAMECILLIN,None
CHEMBL2096650,SODIUM THIOSULFATE,1992
CHEMBL1241,TRIPELENNAMINE,1948
CHEMBL1266,TETRAHYDROZOLINE,1979
CHEMBL267648,PEFLOXACIN,None
CHEMBL26,SULPIRIDE,None
CHEMBL398440,CHLOROXYLENOL,None
CHEMBL1201610,CORTICOTROPIN,1950
CHEMBL360055,GALLAMINE,1982
CHEMBL1615779,IOBENGUANE I 131,2018
CHEMBL42403,BORIC ACID,None
CHEMBL930,GLUTAMINE,2004
CHEMBL157138,LISURIDE,None
CHEMBL413965,FELBINAC,None
CHEMBL1196,PROPARACAINE,1953
CHEMBL997,IBANDRONIC ACID,2003
CHEMBL1563,DAUNORUBICIN HYDROCHLORIDE,1979
CHEMBL8,CIPROFLOXACIN,1987
CHEMBL437,SULFATHIAZOLE,1945
CHEMBL421,SULFASALAZINE,1950
CHEMBL565,CLOFIBRATE,1967
CHEMBL951,IOPHENDYLATE,None
CHEMBL1002,LEVOSALBUTAMOL,1999
CHEMBL1306,TERCONAZOLE,1987
CHEMBL167731,PIXANTRONE,2012
CHEMBL420,GUANABENZ,1982
CHEMBL278623,MACIMORELIN,2017
CHEMBL861,MEPHENYTOIN,1946
CHEMBL1201824,ALGLUCOSIDASE ALFA,2006
CHEMBL1201832,ROMIPLOSTIM,2008
CHEMBL1201835,USTEKINUMAB,2009
CHEMBL1200470,ESOMEPRAZOLE SODIUM,2005
CHEMBL1187833,UMECLIDINIUM,2013
CHEMBL1637,GEMCITABINE HYDROCHLORIDE,1996
CHEMBL1909286,PHENOXYPROPAZINE,None
CHEMBL2024517,CARIPRAZINE HYDROCHLORIDE,2015
CHEMBL1200527,ATRACURIUM BESYLATE,1983
CHEMBL1201182,TEMSIROLIMUS,2007
CHEMBL1214124,PERAMPANEL,2012
CHEMBL1201051,CIMETIDINE HYDROCHLORIDE,1977
CHEMBL1201120,REMIFENTANIL HYDROCHLORIDE,1996
CHEMBL1200449,TRIAMCINOLONE DIACETATE,1959
CHEMBL1201514,PEGADEMASE BOVINE,1990
CHEMBL1201566,DARBEPOETIN ALFA,2001
CHEMBL1201568,PEGFILGRASTIM,2002
CHEMBL1201572,ETANERCEPT,1998
CHEMBL1201581,INFLIXIMAB,1998
CHEMBL1201633,ALGLUCERASE,1991
CHEMBL1201670,SARGRAMOSTIM,1991
CHEMBL1201049,ECONAZOLE NITRATE,1982
CHEMBL1200331,FOSFOMYCIN TROMETHAMINE,1996
CHEMBL1200866,PERFLUBRON,1993
CHEMBL1200675,TOREMIFENE CITRATE,1996
CHEMBL1200649,QUINUPRISTIN,1999
CHEMBL1201773,PRASUGREL HYDROCHLORIDE,2009
CHEMBL1237026,TESAMORELIN,2010
CHEMBL13376,CLOMETACIN,None
CHEMBL1201776,TAPENTADOL,2008
CHEMBL91397,RUPATADINE,2001
CHEMBL1200734,FOSAMPRENAVIR CALCIUM,2003
CHEMBL996,CEFOXITIN,1978
CHEMBL1200984,AMLODIPINE MALEATE,2003
CHEMBL429910,DAPAGLIFLOZIN,2012
CHEMBL1200962,CEFEPIME HYDROCHLORIDE,1996
CHEMBL1451,TRIAMCINOLONE,1957
CHEMBL1626570,HEXOCYCLIUM METHYLSULFATE,1982
CHEMBL1742423,BILASTINE,None
CHEMBL1743034,IXEKIZUMAB,2016
CHEMBL1678,DONEPEZIL HYDROCHLORIDE,1996
